original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
MALIGNANT_RHABDOID_TUMOR,Rhabdoid Tumor,NCIT:C3808,NCIT
RHABDOID_TUMOUR,Rhabdoid Tumor,NCIT:C3808,NCIT
EXTRACRANIAL RHABDOID,Rhabdoid Tumor<;>Extracranial,NCIT:C3808<;>NCIT:C94424,NCIT
PERIVASCULAR EPITHELIOID CELL TUMOR,PEComa,NCIT:C38150,NCIT
HEPATOCHOLANGIOCARCINOMA MIXED,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,NCIT:C3828,NCIT
INTRADUCTAL PAPILLARY MUCINOUS NEOPLASM,Pancreatic Intraductal Papillary-Mucinous Neoplasm,NCIT:C38342,NCIT
GALLBLADDER CANCER,Gallbladder Carcinoma,NCIT:C3844,NCIT
GALLBLADDER CARCINOMA,Gallbladder Carcinoma,NCIT:C3844,NCIT
GALLBLADDER CARCINOMA OTHER,Gallbladder Carcinoma,NCIT:C3844,NCIT
GBC,Gallbladder Carcinoma,NCIT:C3844,NCIT
PANCREATIC CANCER,Pancreatic Carcinoma,NCIT:C3850,NCIT
PANCREATIC_CANCER,Pancreatic Carcinoma,NCIT:C3850,NCIT
"PANCREATIC CANCER, NOS",Pancreatic Carcinoma,NCIT:C3850,NCIT
PANCREATIC CANCER OTHER,Pancreatic Carcinoma,NCIT:C3850,NCIT
"OVARIAN/FALLOPIAN TUBE CANCER, NOS",Fallopian Tube Carcinoma<;>Ovarian Carcinoma,NCIT:C3867<;>NCIT:C4908,NCIT
GASTROINTESTINAL STROMAL TUMOR,Gastrointestinal Stromal Tumor,NCIT:C3868,NCIT
GIST,Gastrointestinal Stromal Tumor,NCIT:C3868,NCIT
GASTROINTESTINAL STROMAL,Gastrointestinal Stromal Tumor,NCIT:C3868,NCIT
NASOPHARYNGEAL CARCINOMA,Nasopharyngeal Carcinoma,NCIT:C3871,NCIT
OVARIAN GERM CELL TUMOR,Ovarian Germ Cell Tumor,NCIT:C3873,NCIT
ANAPLASTIC THYROID CANCER,Thyroid Gland Anaplastic Carcinoma,NCIT:C3878,NCIT
ANAPLASTIC THYROID CARCINOMA,Thyroid Gland Anaplastic Carcinoma,NCIT:C3878,NCIT
MEDULLARY THYROID CANCER,Thyroid Gland Medullary Carcinoma,NCIT:C3879,NCIT
MEDULLARY THYROID CARCINOMA,Thyroid Gland Medullary Carcinoma,NCIT:C3879,NCIT
MEDULLA_CARCINOMA,Thyroid Gland Medullary Carcinoma,NCIT:C3879,NCIT
RENAL ANGIOMYOLIPOMA,Kidney Angiomyolipoma,NCIT:C3888,NCIT
EXTRANODAL MARGINAL ZONE LYMPHOMA OF MUCOSA-ASSOCIATED LYMPHOID TISSUE MALT LYMPHOMA,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,NCIT:C3898,NCIT
TELANGIECTATIC OSTEOSARCOMA,Telangiectatic Osteosarcoma,NCIT:C3902,NCIT
AMPULLARY CARCINOMA,Ampulla of Vater Carcinoma,NCIT:C3908,NCIT
AMPULLARY CANCER,Ampulla of Vater Carcinoma,NCIT:C3908,NCIT
SMALL CELL CARCINOMA,Small Cell Neuroendocrine Carcinoma,NCIT:C3915,NCIT
SMALL_CELL_CARCINOMA,Small Cell Neuroendocrine Carcinoma,NCIT:C3915,NCIT
SMALL CELL CARCINOMA OF UNKNOWN PRIMARY,Small Cell Neuroendocrine Carcinoma,NCIT:C3915,NCIT
CARCINOMA SMALL CELL,Small Cell Neuroendocrine Carcinoma,NCIT:C3915,NCIT
VAGINAL CANCER,Vaginal Carcinoma,NCIT:C3917,NCIT
EXTRA GONADAL GERM CELL TUMOR,Extragonadal Germ Cell Tumor,NCIT:C3918,NCIT
INFLAMMATORY MYOFIBROBLASTIC LUNG TUMOR,Lung Inflammatory Myofibroblastic Tumor,NCIT:C39740,NCIT
"GLIOBLASTOMA, IDH-WILDTYPE","Glioblastoma, IDH-Wildtype",NCIT:C39750,NCIT
"GLIOBLASTOMA, IDH-WILDTPYE","Glioblastoma, IDH-Wildtype",NCIT:C39750,NCIT
"GLIOBLASTOMA WITH PRIMITIVE NEURONAL COMPONENT, IDH-WILDTYPE","Glioblastoma, IDH-Wildtype<;>Glioblastoma with Primitive Neuronal Component",NCIT:C39750<;>NCIT:C129296,NCIT
RENAL MUCINOUS TUBULAR SPINDLE CELL CARCINOMA,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,NCIT:C39807,NCIT
URACHAL CARCINOMA,Bladder Urachal Carcinoma,NCIT:C39842,NCIT
URACHAL ADENOCARCINOMA,Bladder Urachal Adenocarcinoma,NCIT:C39843,NCIT
BLADDER UROTHELIAL CARCINOMA,Bladder Urothelial Carcinoma,NCIT:C39851,NCIT
BLCA,Bladder Urothelial Carcinoma,NCIT:C39851,NCIT
BLADDER UROTHELIAL,Bladder Urothelial Carcinoma,NCIT:C39851,NCIT
MUSCLE INVASIVE UROTHELIAL CARCINOMA PT2 OR ABOVE,Infiltrating Urothelial Carcinoma,NCIT:C39853,NCIT
JUVENILE GRANULOSA CELL TUMOR,Juvenile Granulosa Cell Tumor,NCIT:C39947,NCIT
BRENNER TUMOR,Brenner Tumor,NCIT:C39954,NCIT
BRENNER_TUMOUR,Brenner Tumor,NCIT:C39954,NCIT
"CARCINOMA, BRENNER",Brenner Tumor,NCIT:C39954,NCIT
BRENNER_TUMOR,Brenner Tumor,NCIT:C39954,NCIT
MGUS,Monoclonal Gammopathy of Undetermined Significance,NCIT:C3996,NCIT
"STEROID CELL TUMOR, NOS","Ovarian Steroid Cell Tumor, Not Otherwise Specified",NCIT:C39979,NCIT
INFLAMMATORY BREAST CANCER,Breast Inflammatory Carcinoma,NCIT:C4001,NCIT
MUCINOUS OVARIAN CANCER,Malignant Ovarian Mucinous Tumor,NCIT:C40033,NCIT
STOMACH ADENOCARCINOMA,Gastric Adenocarcinoma,NCIT:C4004,NCIT
STAD,Gastric Adenocarcinoma,NCIT:C4004,NCIT
GASTRIC ADENOCARCINOMA,Gastric Adenocarcinoma,NCIT:C4004,NCIT
STOMACH ADENOCARINOMA,Gastric Adenocarcinoma,NCIT:C4004,NCIT
"STOMACH, ADENOCARCINOMA, NOT OTHERWISE SPECIFIED NOS",Gastric Adenocarcinoma,NCIT:C4004,NCIT
GASTRIC_ADENOCARCINOMA,Gastric Adenocarcinoma,NCIT:C4004,NCIT
STAD_GS,Gastric Adenocarcinoma,NCIT:C4004,NCIT
STAD_POLE,Gastric Adenocarcinoma<;>POLE Gene Mutation,NCIT:C4004<;>NCIT:C131797,NCIT
STAD_EBV,Gastric Adenocarcinoma<;>Epstein-Barr Virus,NCIT:C4004<;>NCIT:C14204,NCIT
STAD_MSI,Gastric Adenocarcinoma<;>Microsatellite Instability,NCIT:C4004<;>NCIT:C36318,NCIT
STAD_CIN,Gastric Adenocarcinoma<;>Chromosomal Instability,NCIT:C4004<;>NCIT:C48195,NCIT
CLEAR CELL OVARIAN CANCER,Ovarian Clear Cell Tumor,NCIT:C40076,NCIT
OVARIAN CLEAR CELL,Malignant Ovarian Clear Cell Tumor,NCIT:C40077,NCIT
CCOV,Malignant Ovarian Clear Cell Tumor,NCIT:C40077,NCIT
CLEAR CELL BORDERLINE OVARIAN TUMOR,Borderline Ovarian Clear Cell Tumor,NCIT:C40080,NCIT
OVARIAN SEROMUCINOUS CARCINOMA,Ovarian Seromucinous Carcinoma,NCIT:C40090,NCIT
"ADENOCARCINOMA, SEROUS",Serous Adenocarcinoma,NCIT:C40101,NCIT
"ADENOCARCINOMA, HIGH GRADE SEROUS",Serous Adenocarcinoma<;>High Grade,NCIT:C40101<;>NCIT:C14158,NCIT
HEAD AND NECK CANCER,Malignant Head and Neck Neoplasm,NCIT:C4013,NCIT
"HEAD AND NECK CANCER, NOS",Malignant Head and Neck Neoplasm,NCIT:C4013,NCIT
"HEAD AND NECK CARCINOMA, OTHER",Malignant Head and Neck Neoplasm,NCIT:C4013,NCIT
HEAD AND NECK CARCINOMA OTHER,Malignant Head and Neck Neoplasm,NCIT:C4013,NCIT
BONE CANCER,Malignant Bone Neoplasm,NCIT:C4016,NCIT
BONE_CANCER,Malignant Bone Neoplasm,NCIT:C4016,NCIT
DUCTAL CARCINOMA,Breast Ductal Carcinoma,NCIT:C4017,NCIT
BREAST DUCTAL CARCINOMA,Breast Ductal Carcinoma,NCIT:C4017,NCIT
DUCTAL_CARCINOMA,Breast Ductal Carcinoma,NCIT:C4017,NCIT
DUCTAL CARCINOMA- MAMMARY GLAND,Breast Ductal Carcinoma,NCIT:C4017,NCIT
BREAST_DUCTAL_CARCINOMA,Breast Ductal Carcinoma,NCIT:C4017,NCIT
DUCTAL/NST,Breast Ductal Carcinoma,NCIT:C4017,NCIT
DUCTAL CARCINOMA- MAMMARY GLAND; BREAST; DUCT; METASTATIC SITE: PLEURAL EFFUSION;,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,NCIT:C4017<;>NCIT:C3331<;>NCIT:C172233,NCIT
BREAST DUCTAL TRIPLE NEGATIVE,Breast Ductal Carcinoma<;>Triple-Negative Breast Cancer Finding,NCIT:C4017<;>NCIT:C71428,NCIT
UTERINE EPITHELIOID LEIOMYOSARCOMA,Uterine Corpus Epithelioid Leiomyosarcoma,NCIT:C40174,NCIT
UTERINE MYXOID LEIOMYOSARCOMA,Uterine Corpus Myxoid Leiomyosarcoma,NCIT:C40175,NCIT
UTERINE SMOOTH MUSCLE TUMOR OF UNCERTAIN MALIGNANT POTENTIAL,Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential,NCIT:C40177,NCIT
UTERINE PERIVASCULAR EPITHELIOID CELL TUMOR,Uterine Corpus PEComa,NCIT:C40180,NCIT
CERVICAL_SQUAMOUS,Cervical Squamous Neoplasm,NCIT:C40195,NCIT
FIBROBLASTIC OSTEOSARCOMA,Fibroblastic Osteosarcoma,NCIT:C4020,NCIT
INTESTINAL TYPE MUCINOUS CARCINOMA,"Cervical Mucinous Adenocarcinoma, Intestinal-Type",NCIT:C40203,NCIT
CHONDROBLASTIC OSTEOSARCOMA,Chondroblastic Osteosarcoma,NCIT:C4021,NCIT
ACRAL MELANOMA,Acral Lentiginous Melanoma,NCIT:C4022,NCIT
ACRAL LENTIGINOUS,Acral Lentiginous Melanoma,NCIT:C4022,NCIT
ACRAL,Acral Lentiginous Melanoma,NCIT:C4022,NCIT
SMALL CELL OSTEOSARCOMA,Small Cell Osteosarcoma,NCIT:C4023,NCIT
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,Esophageal Squamous Cell Carcinoma,NCIT:C4024,NCIT
ESOPHAGUS SQUAMOUS CELL CARCINOMA,Esophageal Squamous Cell Carcinoma,NCIT:C4024,NCIT
ESOPHAGUS_SQUAMOUS,Esophageal Squamous Cell Carcinoma,NCIT:C4024,NCIT
OESOPHAGEAL SQUAMOUS CELL CARCINOMA,Esophageal Squamous Cell Carcinoma,NCIT:C4024,NCIT
ESOPHAGEAL ADENOCARCINOMA,Esophageal Adenocarcinoma,NCIT:C4025,NCIT
ESOPHAGEAL ADENOCARINOMA,Esophageal Adenocarcinoma,NCIT:C4025,NCIT
"ESOPHAGUS ADENOCARCINOMA, NOS",Esophageal Adenocarcinoma,NCIT:C4025,NCIT
ESOPHAGUS_ADENOCARCINOMA,Esophageal Adenocarcinoma,NCIT:C4025,NCIT
ESCA_GS,Esophageal Adenocarcinoma,NCIT:C4025,NCIT
ESCA_POLE,Esophageal Adenocarcinoma<;>POLE Gene Mutation,NCIT:C4025<;>NCIT:C131797,NCIT
ESCA_MSI,Esophageal Adenocarcinoma<;>Microsatellite Instability,NCIT:C4025<;>NCIT:C36318,NCIT
ESCA_ESCC,Esophageal Adenocarcinoma<;>Esophageal Squamous Cell Carcinoma,NCIT:C4025<;>NCIT:C4024,NCIT
ESCA_CIN,Esophageal Adenocarcinoma<;>Chromosomal Instability,NCIT:C4025<;>NCIT:C48195,NCIT
CERVICAL SQUAMOUS CELL CARCINOMA,Cervical Squamous Cell Carcinoma,NCIT:C4028,NCIT
CERVICAL SQUAMOUS CELL,Cervical Squamous Cell Carcinoma,NCIT:C4028,NCIT
CESC_SQUAMOUSCARCINOMA,Cervical Squamous Cell Carcinoma,NCIT:C4028,NCIT
CESC,Cervical Squamous Cell Carcinoma,NCIT:C4028,NCIT
CESC_ADENOCARCINOMA,Cervical Squamous Cell Carcinoma<;>Cervical Adenocarcinoma,NCIT:C4028<;>NCIT:C4029,NCIT
ENDOCERVICAL ADENOCARCINOMA,Cervical Adenocarcinoma,NCIT:C4029,NCIT
CERVICAL ADENOCARCINOMA,Cervical Adenocarcinoma,NCIT:C4029,NCIT
ENDOCERVICAL TYPE OF ADENOCARCINOMA,Cervical Adenocarcinoma,NCIT:C4029,NCIT
ENDOCERVICAL ADENOCARCINOMA OF THE USUAL TYPE,Cervical Adenocarcinoma,NCIT:C4029,NCIT
CERVICAL_ADENOCARCINOMA,Cervical Adenocarcinoma,NCIT:C4029,NCIT
UROTHELIAL CARCINOMA,Urothelial Carcinoma,NCIT:C4030,NCIT
UROTHELIAL CARCINOMA OTHER,Urothelial Carcinoma,NCIT:C4030,NCIT
BLADDER SQUAMOUS CELL CARCINOMA,Bladder Squamous Cell Carcinoma,NCIT:C4031,NCIT
BLADDER_SQUAMOUS,Bladder Squamous Cell Carcinoma,NCIT:C4031,NCIT
SEBACEOUS CARCINOMA,Sebaceous Carcinoma,NCIT:C40310,NCIT
PILOMYXOID ASTROCYTOMA,Pilomyxoid Astrocytoma,NCIT:C40315,NCIT
BLADDER ADENOCARCINOMA,Bladder Adenocarcinoma,NCIT:C4032,NCIT
RENAL CLEAR CELL CARCINOMA,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
CLEAR CELL RENAL CELL CARCINOMA,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
CCRCC,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
"RENAL CARCINOMA, CLEAR CELL",Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
CLEAR_CELL_RENAL_CELL_CARCINOMA,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
KIDNEY CLEAR CELL RENAL CARCINOMA,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
RENAL CLEAR CELL,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
KIRC,Clear Cell Renal Cell Carcinoma,NCIT:C4033,NCIT
HYPERNEPHROMA-PD,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,NCIT:C4033<;>NCIT:C14167,NCIT
PAPILLARY THYROID CANCER,Thyroid Gland Papillary Carcinoma,NCIT:C4035,NCIT
PAPILLARY THROID CARCINOMA,Thyroid Gland Papillary Carcinoma,NCIT:C4035,NCIT
THYROID PAPILLARY,Thyroid Gland Papillary Carcinoma,NCIT:C4035,NCIT
THPA,Thyroid Gland Papillary Carcinoma,NCIT:C4035,NCIT
RARS,Myelodysplastic Syndrome with Ring Sideroblasts,NCIT:C4036,NCIT
MDS WITH RING SIDEROBLASTS,Myelodysplastic Syndrome with Ring Sideroblasts,NCIT:C4036,NCIT
CARCINOSARCOMA-MAMMARY GLAND; BREAST,Breast Mixed Epithelial/Mesenchymal Metaplastic Carcinoma,NCIT:C40364,NCIT
CARCINOSARCOMA-MAMMARY GLAND,Breast Mixed Epithelial/Mesenchymal Metaplastic Carcinoma,NCIT:C40364,NCIT
"BREAST INVASIVE CARCINOSARCOMA, NOS",Breast Mixed Epithelial/Mesenchymal Metaplastic Carcinoma,NCIT:C40364,NCIT
BREAST MICROINVASIVE CARCINOMA,Microinvasive Breast Carcinoma,NCIT:C40374,NCIT
LUNG NEUROENDOCRINE TUMOR,Lung Carcinoid Tumor,NCIT:C4038,NCIT
LUNG CARCINOID,Lung Carcinoid Tumor,NCIT:C4038,NCIT
LUNG_CARCINOID,Lung Carcinoid Tumor,NCIT:C4038,NCIT
LUNG NEUROENDOCRINE,Lung Carcinoid Tumor,NCIT:C4038,NCIT
LNET,Lung Carcinoid Tumor,NCIT:C4038,NCIT
"SQUAMOUS CELL CARCINOMA, BUCCAL MUCOSA",Buccal Mucosa Squamous Cell Carcinoma,NCIT:C4040,NCIT
HYPOPHARYNX SQUAMOUS CELL CARCINOMA,Hypopharyngeal Squamous Cell Carcinoma,NCIT:C4043,NCIT
"SQUAMOUS CELL CARCINOMA, HYPOPHARYNGEAL",Hypopharyngeal Squamous Cell Carcinoma,NCIT:C4043,NCIT
HYPOPHARYNGEAL,Hypopharyngeal Squamous Cell Carcinoma,NCIT:C4043,NCIT
SCCOHT,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",NCIT:C40439,NCIT
SMALL CELL CARCINOMA OF THE OVARY HYPERCALCEMIC TYPE SCCOHT,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",NCIT:C40439,NCIT
LARYNX SQUAMOUS CELL CARCINOMA,Laryngeal Squamous Cell Carcinoma,NCIT:C4044,NCIT
"SQUAMOUS CELL CARCINOMA, LARYNGEAL",Laryngeal Squamous Cell Carcinoma,NCIT:C4044,NCIT
PILOCYTIC ASTROCYTOMA,Pilocytic Astrocytoma,NCIT:C4047,NCIT
PAST,Pilocytic Astrocytoma,NCIT:C4047,NCIT
ANAPLASTIC EPENDYMOMA,Anaplastic Ependymoma,NCIT:C4049,NCIT
OLIGOASTROCYTOMA,Oligoastrocytoma,NCIT:C4050,NCIT
ANAPLASTIC MENINGIOMA,Anaplastic (Malignant) Meningioma,NCIT:C4051,NCIT
"SQUAMOUS CELL CARCINOMA, VULVAR",Vulvar Squamous Cell Carcinoma,NCIT:C4052,NCIT
METASTATIC DISEASE,Metastatic Lesion,NCIT:C40557,NCIT
METASTATIC DISEASE CONFIRMED,Metastatic Lesion,NCIT:C40557,NCIT
RECURRENT METASTATIC DISEASE,Metastatic Lesion<;>Recurrent,NCIT:C40557<;>NCIT:C14173,NCIT
MESONEPHRIC CARCINOMA,Mesonephric Adenocarcinoma,NCIT:C4072,NCIT
CENTROBLASTIC,Centroblastic Lymphoma,NCIT:C4074,NCIT
ENDOCRINE,Endocrine,NCIT:C41064,NCIT
SCHMINKE TUMOR/LYMPHOEPITHELIAL CARCINOMA,Nasopharyngeal-Type Undifferentiated Carcinoma,NCIT:C4107,NCIT
PILOMATRIX CARCINOMA,Pilomatrical Carcinoma,NCIT:C4114,NCIT
CUTANEOUS MALIGNANCY OF HAIR MATRIX CELLS,Pilomatrical Carcinoma,NCIT:C4114,NCIT
PAPILLARY_TRANSITIONAL_CELL_CARCINOMA,Papillary Transitional Cell Carcinoma,NCIT:C4122,NCIT
"PRIMARY MYELOFIBROSIS,OVERT FIBROTIC STAGE",Overt Primary Myelofibrosis,NCIT:C41238,NCIT
MUCINOUS CYSTIC NEOPLASM,Pancreatic Mucinous-Cystic Neoplasm,NCIT:C41247,NCIT
FIBROLAMELLAR CARCINOMA,Fibrolamellar Carcinoma,NCIT:C4131,NCIT
FIBROLAMELLAR HEPATOCELLUAR CARCINOMA,Fibrolamellar Carcinoma,NCIT:C4131,NCIT
CHROMOPHOBE RENAL CELL CARCINOMA,Chromophobe Renal Cell Carcinoma,NCIT:C4146,NCIT
KIDNEY CHROMOPHOBE,Chromophobe Renal Cell Carcinoma,NCIT:C4146,NCIT
CHROMOPHOBE RENAL CELL CARCINOMAÂ ,Chromophobe Renal Cell Carcinoma,NCIT:C4146,NCIT
CHROMOPHOBE,Chromophobe Renal Cell Carcinoma,NCIT:C4146,NCIT
CHROMOPHOBE KIDNEY RENAL CELL CARCINOMA,Chromophobe Renal Cell Carcinoma,NCIT:C4146,NCIT
KICH,Chromophobe Renal Cell Carcinoma,NCIT:C4146,NCIT
"ADENOCARCINOMA, MIXED",Mixed Cell Adenocarcinoma,NCIT:C4158,NCIT
DESMOPLASTIC,Desmoplastic,NCIT:C41603,NCIT
JUVENILE SECRETORY CARCINOMA OF THE BREAST,Breast Secretory Carcinoma,NCIT:C4189,NCIT
INFILTRATING DUCTAL CARCINOMA,Invasive Breast Carcinoma of No Special Type,NCIT:C4194,NCIT
IDC,Invasive Breast Carcinoma of No Special Type,NCIT:C4194,NCIT
BREAST INVASIVE DUCTAL CARCINOMA,Invasive Breast Carcinoma of No Special Type,NCIT:C4194,NCIT
"BREAST INVASIVE CARCINOMA, NOS",Invasive Breast Carcinoma of No Special Type,NCIT:C4194,NCIT
INVASIVE_DUCTAL_CARCINOMA,Invasive Breast Carcinoma of No Special Type,NCIT:C4194,NCIT
CANCER IDENTIFICATION IDC,Invasive Breast Carcinoma of No Special Type,NCIT:C4194,NCIT
IDC HR+HER2+,Invasive Breast Carcinoma of No Special Type<;>Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Positive,NCIT:C4194<;>NCIT:C157056<;>NCIT:C68748,NCIT
IDC HR+HER2-,Invasive Breast Carcinoma of No Special Type<;>Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT:C4194<;>NCIT:C157056<;>NCIT:C68749,NCIT
IDC HR-HER2+,Invasive Breast Carcinoma of No Special Type<;>Hormone Receptor-Negative Breast Carcinoma<;>HER2/Neu Positive,NCIT:C4194<;>NCIT:C165743<;>NCIT:C68748,NCIT
IDC TN,Invasive Breast Carcinoma of No Special Type<;>Triple-Negative Breast Cancer Finding,NCIT:C4194<;>NCIT:C71428,NCIT
EPITHELIAL-MYOEPITHELIAL CARCINOMA,Epithelial-Myoepithelial Carcinoma,NCIT:C4199,NCIT
"GANGLIONEUROBLASTOMA, INTERMIXED","Ganglioneuroblastoma, Intermixed",NCIT:C42057,NCIT
"GANGLIONEUROBLASTOMA, NODULAR","Ganglioneuroblastoma, Nodular",NCIT:C42058,NCIT
"GANGLIONEUROMA, MATURING SUBTYPE OR GANGLIONEUROBLASTOMA, WELL DIFFERENTIATED",Maturing Ganglioneuroma<;>Ganglioneuroblastoma<;>Well Differentiated,NCIT:C42064<;>NCIT:C3790<;>NCIT:C14171,NCIT
GLOMANGIOSARCOMA,Malignant Glomus Tumor,NCIT:C4221,NCIT
AMELANOTIC NODULAR,Cutaneous Nodular Melanoma,NCIT:C4225,NCIT
INFANTILE FIBROSARCOMA,Infantile Fibrosarcoma,NCIT:C4244,NCIT
INFANTILE SARCOMA,Infantile Sarcoma,NCIT:C4244,NCIT
MALIGNANT FIBROUS HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
MALIGNANT FIBROUS HISTIOCYTOMA-PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
UNDIFFERENTIATED PLEOMORPHIC SARCOMA UPS,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
PLEOMORPHIC 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
PLEOMORPHIC_SARCOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
UNDIFFERENTIATED PLEOMORPHIC SARCOMA MALIGNANT FIBROUS HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
UNDIFFERENTIATED PLEOMORPHIC SARCOMA/MALIGANT FIBROUS HISTIOCYTOMA/HIGH-GRADE SPINDLE CELL SARCOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
MALIGNANT_FIBROUS_HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,NCIT:C4247,NCIT
UNDIFFERENTIATED PLEOMORPHIC SARCOMA/MALIGNANT FIBROUS HISTIOCYTOMA/HIGH-GRADE SPINDLE CELL SARCOMA,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,NCIT:C4247<;>NCIT:C121797,NCIT
SARCOMA UPS/MXF,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,NCIT:C4247<;>NCIT:C6496,NCIT
SARC UPSMFS,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,NCIT:C4247<;>NCIT:C6496,NCIT
SARC_MFS/UPS,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,NCIT:C4247<;>NCIT:C6496,NCIT
WDLPS,Well Differentiated Liposarcoma,NCIT:C4250,NCIT
RENAL LEIOMYOBLASTOMA,Bizarre Leiomyoma<;>Kidney Leiomyoma,NCIT:C4257<;>NCIT:C159209,NCIT
RENAL_LEIOMYOBLASTOMA,Bizarre Leiomyoma<;>Kidney Leiomyoma,NCIT:C4257<;>NCIT:C159209,NCIT
PLEOMORPHIC RHABDOMYOSARCOMA,Pleomorphic Rhabdomyosarcoma,NCIT:C4258,NCIT
MIXED 80% ALVEOLAR,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features,NCIT:C4259,NCIT
LOW-GRADE ENDOMETRIAL STROMAL SARCOMA,Low Grade Endometrioid Stromal Sarcoma,NCIT:C4263,NCIT
PANCREATOBLASTOMA,Pancreatoblastoma,NCIT:C4265,NCIT
UTERINE CARCINOSARCOMA,Uterine Carcinosarcoma,NCIT:C42700,NCIT
UCS,Uterine Carcinosarcoma,NCIT:C42700,NCIT
UTERINE CARCINOSARCOMA/UTERINE MALIGNANT MIXED MULLERIAN TUMOR,Uterine Carcinosarcoma<;>Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT:C42700<;>NCIT:C8975,NCIT
UTERINE CARCINOSARCOMA/ MALIGNANT MIXED MULLERIAN TUMOR MMMT: NOS,Uterine Carcinosarcoma<;>Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT:C42700<;>NCIT:C8975,NCIT
SYNOVIAL SARCOMA - BIPHASIC,Biphasic Synovial Sarcoma,NCIT:C4279,NCIT
BIPHASIC MESOTHELIOMA,Biphasic Mesothelioma,NCIT:C4282,NCIT
IMMATURE TERATOMA,Immature Teratoma,NCIT:C4286,NCIT
 TERATOMA IMMATURE,Immature Teratoma,NCIT:C4286,NCIT
TERATOMA WITH MALIGNANT TRANSFORMATION,Teratoma with Somatic-Type Malignancy,NCIT:C4289,NCIT
MIXED GERM CELL TUMOR,Mixed Germ Cell Tumor,NCIT:C4290,NCIT
MIXED_GERM_CELL,Mixed Germ Cell Tumor,NCIT:C4290,NCIT
DOWN SYNDROME; ACUTE MEGAKARYOBLASTIC LEUKAEMIA,Myeloid Leukemia Associated with Down Syndrome,NCIT:C43223,NCIT
MYELOID LEUKEMIA ASSOCIATED WITH DOWN SYNDROME,Myeloid Leukemia Associated with Down Syndrome,NCIT:C43223,NCIT
MYELOID LEUKAEMIA ASSOCIATED WITH DOWN SYNDROME,Myeloid Leukemia Associated with Down Syndrome,NCIT:C43223,NCIT
PLEOMORPHIC XANTHOASTROCYTOMA,Pleomorphic Xanthoastrocytoma,NCIT:C4323,NCIT
ASTROBLASTOMA,"Astroblastoma, MN1-Altered",NCIT:C4324,NCIT
ANAPLASTIC OLIGODENDROGLIOMA,Anaplastic Oligodendroglioma,NCIT:C4326,NCIT
PERIPHERAL MEDULLOEPITHELIOMA,Central Nervous System Medulloepithelioma,NCIT:C4327,NCIT
MANTLE CELL LYMPHOMA,Mantle Cell Lymphoma,NCIT:C4337,NCIT
MANTLE_CELL_LYMPHOMA,Mantle Cell Lymphoma,NCIT:C4337,NCIT
B_CELL_MANTLE_CELL,Mantle Cell Lymphoma,NCIT:C4337,NCIT
LENTIGO MALIGNA,Lentigo Maligna,NCIT:C43372,NCIT
"PERIPHERAL T-CELL LYMPHOMA, NOS","Peripheral T-Cell Lymphoma, Not Otherwise Specified",NCIT:C4340,NCIT
