original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id,notes
"OLIGODENDROGLIOMA, IDH-MUTANT AND 1P/19Q-CODELETED",http://purl.obolibrary.org/obo/NCIT_C129318,NCIT,"Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted",NCIT_C129318,
"ANAPLASTIC OLIGODENDROGLIOMA, IDH-MUTANT AND 1P/19Q-CODELETED",http://purl.obolibrary.org/obo/NCIT_C129321,NCIT,"Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted",NCIT_C129321,
"ANAPLASTIC OLIGODENDROGLIOMA, IDH-MUTANT AND 1P/19Q CO-DELETED",http://purl.obolibrary.org/obo/NCIT_C129321,NCIT,"Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted",NCIT_C129321,
DIFFUSE GLIOMA,http://purl.obolibrary.org/obo/NCIT_C129325,NCIT,Diffuse Glioma,NCIT_C129325,
ANAPLASTIC PLEOMORPHIC XANTHOASTROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C129327,NCIT,Anaplastic Pleomorphic Xanthoastrocytoma,NCIT_C129327,
ST-RELPOS,http://purl.obolibrary.org/obo/NCIT_C129351,NCIT,"Supratentorial Ependymoma, ZFTA-RELA Fusion-Positive",NCIT_C129351,
RELA-FUSION,http://purl.obolibrary.org/obo/NCIT_C129351,NCIT,"Supratentorial Ependymoma, ZFTA-RELA Fusion-Positive",NCIT_C129351,
CHROMOTHRIPSIS,http://purl.obolibrary.org/obo/NCIT_C129355,NCIT,Chromothripsis,NCIT_C129355,
DIFFUSE LEPTOMENINGEAL  GLIONEURONAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C129424,NCIT,Diffuse Leptomeningeal Glioneuronal Tumor,NCIT_C129424,
LARGE CELL/ANAPLASTIC MEDULLOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C129436,NCIT,Large Cell/Anaplastic Medulloblastoma,NCIT_C129436,
MED_GROUP_3,http://purl.obolibrary.org/obo/NCIT_C129445,NCIT,"Medulloblastoma, Non-WNT/Non-SHH, Group 3",NCIT_C129445,
SMALL_CELL_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C129449,NCIT,Small Cell Adenocarcinoma,NCIT_C129449,
NEUROENDOCRINE,http://purl.obolibrary.org/obo/NCIT_C12945,NCIT,Neuroendocrine System,NCIT_C12945,
SUN-EXPOSED,http://purl.obolibrary.org/obo/NCIT_C129465,NCIT,Sun-exposed Site,NCIT_C129465,
CLASSIC,http://purl.obolibrary.org/obo/NCIT_C129470,NCIT,Classic Histology,NCIT_C129470,
CLASSICAL,http://purl.obolibrary.org/obo/NCIT_C129470,NCIT,Classic Histology,NCIT_C129470,
DUCT,http://purl.obolibrary.org/obo/NCIT_C12948,NCIT,Duct,NCIT_C12948,
 DUCT,http://purl.obolibrary.org/obo/NCIT_C12948,NCIT,Duct,NCIT_C12948,
SOLITARY FIBROUS TUMOR OF THE CENTRAL NERVOUS SYSTEM,http://purl.obolibrary.org/obo/NCIT_C129526,NCIT,Central Nervous System Solitary Fibrous Tumor,NCIT_C129526,
BREAST,http://purl.obolibrary.org/obo/NCIT_C12971,NCIT,Breast,NCIT_C12971,
 BREAST,http://purl.obolibrary.org/obo/NCIT_C12971,NCIT,Breast,NCIT_C12971,
AML WITH BIALLELIC MUTATIONS OF CEBPA,http://purl.obolibrary.org/obo/NCIT_C129782,NCIT,Acute Myeloid Leukemia with Biallelic Mutations of CEBPA,NCIT_C129782,
AML WITH MUTATED RUNX1,http://purl.obolibrary.org/obo/NCIT_C129786,NCIT,Acute Myeloid Leukemia with Mutated RUNX1,NCIT_C129786,
BCR-ABL1,http://purl.obolibrary.org/obo/NCIT_C129787,NCIT,"B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like",NCIT_C129787,
"B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA, BCR-ABL1 LIKE",http://purl.obolibrary.org/obo/NCIT_C129787,NCIT,"B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like",NCIT_C129787,
ORAL DYSPLASIA,http://purl.obolibrary.org/obo/NCIT_C129863,NCIT,Oral Epithelial Dysplasia,NCIT_C129863,
"CHORDOMA, SACRAL",http://purl.obolibrary.org/obo/NCIT_C129927,NCIT,Sacral Chordoma,NCIT_C129927,
CHORDOMA_SACRAL,http://purl.obolibrary.org/obo/NCIT_C129927,NCIT,Sacral Chordoma,NCIT_C129927,
SPINE,http://purl.obolibrary.org/obo/NCIT_C12998,NCIT,Vertebral Column,NCIT_C12998,
MDS WITH RING SIDEROBLASTS AND SINGLE LINEAGE DYSPLASIA,http://purl.obolibrary.org/obo/NCIT_C130037,NCIT,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,NCIT_C130037,
EARLY T-CELL PRECURSOR LYMPHOBLASTIC LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C130043,NCIT,Early T Acute Lymphoblastic Leukemia,NCIT_C130043,
ETP-ALL,http://purl.obolibrary.org/obo/NCIT_C130043,NCIT,Early T Acute Lymphoblastic Leukemia,NCIT_C130043,
CASTRATION-RESISTANT PROSTATE CANCER,http://purl.obolibrary.org/obo/NCIT_C130234,NCIT,Castration-Resistant Prostate Carcinoma,NCIT_C130234,
NON-METASTATIC CASTRATION-RESISTANT,http://purl.obolibrary.org/obo/NCIT_C130234<;>http://purl.obolibrary.org/obo/NCIT_C162638,NCIT,Castration-Resistant Prostate Carcinoma<;>Non-Metastatic Prostate Carcinoma,NCIT_C130234<;>NCIT_C162638,
CRPC-ADENO,http://purl.obolibrary.org/obo/NCIT_C130234<;>http://purl.obolibrary.org/obo/NCIT_C2919,NCIT,Castration-Resistant Prostate Carcinoma<;>Prostate Adenocarcinoma,NCIT_C130234<;>NCIT_C2919,
CRPC-NE,http://purl.obolibrary.org/obo/NCIT_C130234<;>http://purl.obolibrary.org/obo/NCIT_C5545,NCIT,Castration-Resistant Prostate Carcinoma<;>Prostate Neuroendocrine Neoplasm,NCIT_C130234<;>NCIT_C5545,
METASTATIC CASTRATION-RESISTANT,http://purl.obolibrary.org/obo/NCIT_C130234<;>http://purl.obolibrary.org/obo/NCIT_C8946,NCIT,Castration-Resistant Prostate Carcinoma<;>Metastatic Prostate Carcinoma,NCIT_C130234<;>NCIT_C8946,
MUSCLE,http://purl.obolibrary.org/obo/NCIT_C13056,NCIT,Muscle,NCIT_C13056,
ACINAR,http://purl.obolibrary.org/obo/NCIT_C13077,NCIT,Acinar Cell,NCIT_C13077,
MSS,http://purl.obolibrary.org/obo/NCIT_C131459,NCIT,Microsatellite Stable,NCIT_C131459,
COLUMNAR,http://purl.obolibrary.org/obo/NCIT_C13158,NCIT,Columnar Cell,NCIT_C13158,
MUCOSAL,http://purl.obolibrary.org/obo/NCIT_C13166,NCIT,Mucosa,NCIT_C13166,
KATAEGIS,http://purl.obolibrary.org/obo/NCIT_C132063,NCIT,Kataegis,NCIT_C132063,
LGG,http://purl.obolibrary.org/obo/NCIT_C132067,NCIT,Low Grade Glioma,NCIT_C132067,
"LOW-GRADE GLIOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C132067,NCIT,Low Grade Glioma,NCIT_C132067,
LOW-GRADE GLIOMA NOS,http://purl.obolibrary.org/obo/NCIT_C132067,NCIT,Low Grade Glioma,NCIT_C132067,
LOW-GRADE GLIOMA/ASTROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C132067<;>http://purl.obolibrary.org/obo/NCIT_C116342,NCIT,Low Grade Glioma<;>Low Grade Astrocytoma,NCIT_C132067<;>NCIT_C116342,
LGG_IDHMUT-NON-CODEL,http://purl.obolibrary.org/obo/NCIT_C132067<;>http://purl.obolibrary.org/obo/NCIT_C129264,NCIT,Low Grade Glioma<;>IDH Gene Family Mutation,NCIT_C132067<;>NCIT_C129264,
LGG_IDHMUT-CODEL,http://purl.obolibrary.org/obo/NCIT_C132067<;>http://purl.obolibrary.org/obo/NCIT_C129264,NCIT,Low Grade Glioma<;>IDH Gene Family Mutation,NCIT_C132067<;>NCIT_C129264,
LGG_IDHWT,http://purl.obolibrary.org/obo/NCIT_C132067<;>http://purl.obolibrary.org/obo/NCIT_C136567,NCIT,Low Grade Glioma<;>IDH Family Wildtype,NCIT_C132067<;>NCIT_C136567,
PEDIATRIC LOW GRADE GLIOMAS,http://purl.obolibrary.org/obo/NCIT_C132067<;>http://purl.obolibrary.org/obo/NCIT_C39299,NCIT,Low Grade Glioma<;>Pediatric,NCIT_C132067<;>NCIT_C39299,
LARYNGEAL,http://purl.obolibrary.org/obo/NCIT_C13305,NCIT,Laryngeal,NCIT_C13305,
GASTRIC,http://purl.obolibrary.org/obo/NCIT_C13307,NCIT,Gastric,NCIT_C13307,
EPITHELIAL,http://purl.obolibrary.org/obo/NCIT_C13315,NCIT,Epithelial,NCIT_C13315,
 EPITHELIAL,http://purl.obolibrary.org/obo/NCIT_C13315,NCIT,Epithelial,NCIT_C13315,
HEAD AND NECK MUCOSAL MELANOMA,http://purl.obolibrary.org/obo/NCIT_C133187,NCIT,Mucosal Melanoma of the Head and Neck,NCIT_C133187,
BILATERAL,http://purl.obolibrary.org/obo/NCIT_C13332,NCIT,Bilateral,NCIT_C13332,
COLORECTAL,http://purl.obolibrary.org/obo/NCIT_C13363,NCIT,Colorectal,NCIT_C13363,
WELL-DIFFERENTIATED NEUROENDOCRINE TUMOR OF THE RECTUM,http://purl.obolibrary.org/obo/NCIT_C135213<;>http://purl.obolibrary.org/obo/NCIT_C14171,NCIT,Rectal Neuroendocrine Tumor<;>Well Differentiated,NCIT_C135213<;>NCIT_C14171,
LUNG ADENOCARCINOMA IN SITU,http://purl.obolibrary.org/obo/NCIT_C136486,NCIT,Lung Adenocarcinoma In Situ,NCIT_C136486,
BRONCHIOALVEOLAR_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C136486,NCIT,Lung Adenocarcinoma In Situ,NCIT_C136486,
BRONCHIOALVEOLAR_CARCINOMA; NON-SMALL_CELL LUNG_CANCER,http://purl.obolibrary.org/obo/NCIT_C136486<;>http://purl.obolibrary.org/obo/NCIT_C2926,NCIT,Lung Adenocarcinoma In Situ<;>Lung Non-Small Cell Carcinoma,NCIT_C136486<;>NCIT_C2926,
INVASIVE MUCINOUS ADENOCARCINOMA 82533,http://purl.obolibrary.org/obo/NCIT_C136709,NCIT,Invasive Lung Mucinous Adenocarcinoma,NCIT_C136709,
INVASIVE MUCINOUS ADCA,http://purl.obolibrary.org/obo/NCIT_C136709,NCIT,Invasive Lung Mucinous Adenocarcinoma,NCIT_C136709,
INVASIVE-MUCINOUS,http://purl.obolibrary.org/obo/NCIT_C136709,NCIT,Invasive Lung Mucinous Adenocarcinoma,NCIT_C136709,
INTRAHEPATIC,http://purl.obolibrary.org/obo/NCIT_C13808,NCIT,Intrahepatic,NCIT_C13808,
 INTRAHEPATIC,http://purl.obolibrary.org/obo/NCIT_C13808,NCIT,Intrahepatic,NCIT_C13808,
LYMPHOID,http://purl.obolibrary.org/obo/NCIT_C13810,NCIT,Lymphoid,NCIT_C13810,
ESOPHAGEAL LN,http://purl.obolibrary.org/obo/NCIT_C139196,NCIT,Esophageal Lymph Node,NCIT_C139196,
ANAPLASTIC,http://purl.obolibrary.org/obo/NCIT_C14144,NCIT,Anaplastic,NCIT_C14144,
LOCALIZED,http://purl.obolibrary.org/obo/NCIT_C14146,NCIT,Localized,NCIT_C14146,
OCCULT,http://purl.obolibrary.org/obo/NCIT_C141461,NCIT,Occult Stage,NCIT_C141461,
ALVEOLAR,http://purl.obolibrary.org/obo/NCIT_C14155,NCIT,Alveolar,NCIT_C14155,
INVASIVE,http://purl.obolibrary.org/obo/NCIT_C14159,NCIT,Invasive,NCIT_C14159,
MODERATELY DIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C14162,NCIT,Moderately Differentiated,NCIT_C14162,
MUCINOUS,http://purl.obolibrary.org/obo/NCIT_C14163,NCIT,Mucinous,NCIT_C14163,
PAPILLARY,http://purl.obolibrary.org/obo/NCIT_C14166,NCIT,Papillary,NCIT_C14166,
POORLY DIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Poorly Differentiated,NCIT_C14167,
 POORLY DIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Poorly Differentiated,NCIT_C14167,
SEROUS,http://purl.obolibrary.org/obo/NCIT_C14168,NCIT,Serous,NCIT_C14168,
TUBULAR,http://purl.obolibrary.org/obo/NCIT_C14169,NCIT,Tubular,NCIT_C14169,
WELL DIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C14171,NCIT,Well Differentiated,NCIT_C14171,
 WELL DIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C14171,NCIT,Well Differentiated,NCIT_C14171,
RECURRENT,http://purl.obolibrary.org/obo/NCIT_C14173,NCIT,Recurrent,NCIT_C14173,
MET,http://purl.obolibrary.org/obo/NCIT_C14174,NCIT,Metastatic,NCIT_C14174,
METASTATIC,http://purl.obolibrary.org/obo/NCIT_C14174,NCIT,Metastatic,NCIT_C14174,
DIFFUSE,http://purl.obolibrary.org/obo/NCIT_C14175,NCIT,Diffuse,NCIT_C14175,
UNDIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C14176,NCIT,Undifferentiated,NCIT_C14176,
EBV,http://purl.obolibrary.org/obo/NCIT_C14204,NCIT,Epstein-Barr Virus,NCIT_C14204,
ABC,http://purl.obolibrary.org/obo/NCIT_C142124,NCIT,Activated B-Cell Positive,NCIT_C142124,
HBV,http://purl.obolibrary.org/obo/NCIT_C14215,NCIT,Hepatitis B Virus,NCIT_C14215,
CONGENITAL FIBROSARCOMA,http://purl.obolibrary.org/obo/NCIT_C142823,NCIT,Congenital Peribronchial Myofibroblastic Tumor,NCIT_C142823,
RECURRENCE FIRST HGG RECORD,http://purl.obolibrary.org/obo/NCIT_C142848,NCIT,Recurrent Malignant Glioma,NCIT_C142848,
HCV,http://purl.obolibrary.org/obo/NCIT_C14312,NCIT,Hepatitis C Virus,NCIT_C14312,
RELAPSED_AML,http://purl.obolibrary.org/obo/NCIT_C148427,NCIT,Recurrent Acute Myeloid Leukemia,NCIT_C148427,
"ACUTE MYELOBLASTIC LEUKEMIA, IN RELAPSE",http://purl.obolibrary.org/obo/NCIT_C148427,NCIT,Recurrent Acute Myeloid Leukemia,NCIT_C148427,
RECURRENT_ENDOMETRIAL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C150094,NCIT,Recurrent Endometrial Carcinoma,NCIT_C150094,
CYSTECTOMY,http://purl.obolibrary.org/obo/NCIT_C15217,NCIT,Cystectomy,NCIT_C15217,
BIOPSY/PARACENTESIS,http://purl.obolibrary.org/obo/NCIT_C15310<;>http://purl.obolibrary.org/obo/NCIT_C15189,NCIT,Paracentesis<;>Biopsy,NCIT_C15310<;>NCIT_C15189,
SURGERY,http://purl.obolibrary.org/obo/NCIT_C15329,NCIT,Surgical Procedure,NCIT_C15329,
METASTATIC HORMONE-SENSITIVE,http://purl.obolibrary.org/obo/NCIT_C153336,NCIT,Castration-Sensitive Prostate Carcinoma,NCIT_C153336,
MELANOMA OF UNKNOWN PRIMARY,http://purl.obolibrary.org/obo/NCIT_C154473,NCIT,Melanoma of Unknown Primary,NCIT_C154473,
MIT FAMILY TRANSLOCATION RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C154494,NCIT,MiT Family Translocation-Associated Renal Cell Carcinoma,NCIT_C154494,
TRANSLOCATION-ASSOCIATED RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C154494,NCIT,MiT Family Translocation-Associated Renal Cell Carcinoma,NCIT_C154494,
ER+,http://purl.obolibrary.org/obo/NCIT_C15492,NCIT,Estrogen Receptor Positive,NCIT_C15492,
ERPOS_HER2POS,http://purl.obolibrary.org/obo/NCIT_C15492<;>http://purl.obolibrary.org/obo/NCIT_C68748,NCIT,Estrogen Receptor Positive<;>HER2/Neu Positive,NCIT_C15492<;>NCIT_C68748,
ER+HER2+,http://purl.obolibrary.org/obo/NCIT_C15492<;>http://purl.obolibrary.org/obo/NCIT_C68748<;>http://purl.obolibrary.org/obo/NCIT_C53556,NCIT,Estrogen Receptor Positive<;>HER2/Neu Positive<;>HER2-Positive Breast Carcinoma,NCIT_C15492<;>NCIT_C68748<;>NCIT_C53556,
ERPOS_HER2NEG,http://purl.obolibrary.org/obo/NCIT_C15492<;>http://purl.obolibrary.org/obo/NCIT_C68749,NCIT,Estrogen Receptor Positive<;>HER2/Neu Negative,NCIT_C15492<;>NCIT_C68749,
ERNEG_HER2POS,http://purl.obolibrary.org/obo/NCIT_C15493<;>http://purl.obolibrary.org/obo/NCIT_C68748,NCIT,Estrogen Receptor Negative<;>HER2/Neu Positive,NCIT_C15493<;>NCIT_C68748,
ERNEG_HER2NEG,http://purl.obolibrary.org/obo/NCIT_C15493<;>http://purl.obolibrary.org/obo/NCIT_C68749,NCIT,Estrogen Receptor Negative<;>HER2/Neu Negative,NCIT_C15493<;>NCIT_C68749,
METASTATIC_OVARIAN_CANCER,http://purl.obolibrary.org/obo/NCIT_C156064,NCIT,Metastatic Ovarian Carcinoma,NCIT_C156064,
ASTOMOSIS RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C15609<;>http://purl.obolibrary.org/obo/NCIT_C3352,NCIT,Anastomosis<;>Recurrence,NCIT_C15609<;>NCIT_C3352,
MCRC METASTASIS,http://purl.obolibrary.org/obo/NCIT_C156096,NCIT,Metastatic Colorectal Carcinoma,NCIT_C156096,
MCRC PRIMARY,http://purl.obolibrary.org/obo/NCIT_C156096<;>http://purl.obolibrary.org/obo/NCIT_C25251,NCIT,Metastatic Colorectal Carcinoma<;>Primary,NCIT_C156096<;>NCIT_C25251,
BASAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C156767,NCIT,Basal Cell Carcinoma,NCIT_C156767,
MATURE,http://purl.obolibrary.org/obo/NCIT_C156784,NCIT,Mature,NCIT_C156784,
TUMOR FREE,http://purl.obolibrary.org/obo/NCIT_C156848,NCIT,Tumor Free,NCIT_C156848,
TUMOR_FREE,http://purl.obolibrary.org/obo/NCIT_C156848,NCIT,Tumor Free,NCIT_C156848,
WITH TUMOR,http://purl.obolibrary.org/obo/NCIT_C156849,NCIT,With Tumor,NCIT_C156849,
WITH_TUMOR,http://purl.obolibrary.org/obo/NCIT_C156849,NCIT,With Tumor,NCIT_C156849,
BREAST DUCTAL HR+HER2+,http://purl.obolibrary.org/obo/NCIT_C157056<;>http://purl.obolibrary.org/obo/NCIT_C68748,NCIT,Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Positive,NCIT_C157056<;>NCIT_C68748,
BREAST DUCTAL HR+HER2-,http://purl.obolibrary.org/obo/NCIT_C157056<;>http://purl.obolibrary.org/obo/NCIT_C68749,NCIT,Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT_C157056<;>NCIT_C68749,
HR+/HER2-,http://purl.obolibrary.org/obo/NCIT_C157056<;>http://purl.obolibrary.org/obo/NCIT_C68749,NCIT,Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT_C157056<;>NCIT_C68749,
HILAR/PERIHILAR,http://purl.obolibrary.org/obo/NCIT_C157418,NCIT,Proximal Bile Duct,NCIT_C157418,
 HILAR/PERIHILAR,http://purl.obolibrary.org/obo/NCIT_C157418,NCIT,Proximal Bile Duct,NCIT_C157418,
RESECTION,http://purl.obolibrary.org/obo/NCIT_C158758,NCIT,Resection,NCIT_C158758,
PROSTATE NEUROENDOCRINE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C158912,NCIT,Prostate Neuroendocrine Carcinoma,NCIT_C158912,
REGIONAL CUTANEOUS OR SUBCUTANEOUS METASTASIS,http://purl.obolibrary.org/obo/NCIT_C159279,NCIT,Melanoma Involvement of Regional Cutaneous or Subcutaneous Tissue,NCIT_C159279,
MUCOSAL MELANOMA OF THE URETHRA,http://purl.obolibrary.org/obo/NCIT_C159665,NCIT,Urethral Melanoma,NCIT_C159665,
"HEPATOCELLULAR CARCINOMA, HBS-ANTIGEN CARRIER",http://purl.obolibrary.org/obo/NCIT_C160372,NCIT,Hepatitis B Virus Surface Antigen Positive,NCIT_C160372,
HBS_ANTIGEN_CARRIER,http://purl.obolibrary.org/obo/NCIT_C160372,NCIT,Hepatitis B Virus Surface Antigen Positive,NCIT_C160372,
SINONASAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C160976,NCIT,Sinonasal Adenocarcinoma,NCIT_C160976,
HEAD AND NECK NEUROENDOCRINE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C160980,NCIT,Head and Neck Neuroendocrine Carcinoma,NCIT_C160980,
SEMINAL VESICLE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C161644,NCIT,Malignant Seminal Vesicle Neoplasm,NCIT_C161644,
HYPERMUTATED,http://purl.obolibrary.org/obo/NCIT_C162256,NCIT,Hypermutated Colorectal Carcinoma,NCIT_C162256,
FIBROBLAST_BONE,http://purl.obolibrary.org/obo/NCIT_C164010,NCIT,Bone Marrow-Derived Fibroblasts,NCIT_C164010,
CELL LINE,http://purl.obolibrary.org/obo/NCIT_C16403,NCIT,Cell Line,NCIT_C16403,
FH-DEFICIENT RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C164156,NCIT,Fumarate Hydratase-Deficient Renal Cell Carcinoma,NCIT_C164156,
SPITZOID MELANOMA,http://purl.obolibrary.org/obo/NCIT_C165497,NCIT,Spitz Melanoma,NCIT_C165497,
MIXED CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C165723,NCIT,Mixed Carcinoma,NCIT_C165723,
MIXED_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C165723,NCIT,Mixed Carcinoma,NCIT_C165723,
MIXED CANCER TYPES,http://purl.obolibrary.org/obo/NCIT_C165723,NCIT,Mixed Carcinoma,NCIT_C165723,
BREAST DUCTAL HR-HER2+,http://purl.obolibrary.org/obo/NCIT_C165743<;>http://purl.obolibrary.org/obo/NCIT_C68748,NCIT,Hormone Receptor-Negative Breast Carcinoma<;>HER2/Neu Positive,NCIT_C165743<;>NCIT_C68748,
PANCREATOBILIARY,http://purl.obolibrary.org/obo/NCIT_C166418,NCIT,Pancreatobiliary Carcinoma,NCIT_C166418,
"MLL TRANSLOCATION, T9:11",http://purl.obolibrary.org/obo/NCIT_C167144,NCIT,MLL Gene Translocation,NCIT_C167144,
"MLL TRANSLOCATION, POOR RISK",http://purl.obolibrary.org/obo/NCIT_C167144<;>http://purl.obolibrary.org/obo/NCIT_C102403,NCIT,MLL Gene Translocation<;>Low Risk,NCIT_C167144<;>NCIT_C102403,
"GLIOBLASTOMA, IDH-MUTANT",http://purl.obolibrary.org/obo/NCIT_C167335,NCIT,"Astrocytoma, IDH-Mutant, Grade 4",NCIT_C167335,
TC:NEC,http://purl.obolibrary.org/obo/NCIT_C171031,NCIT,Thymic Neuroendocrine Carcinoma,NCIT_C171031,
HIGH-GRADE NEUROENDOCRINE CARCINOMA OF THE OVARY,http://purl.obolibrary.org/obo/NCIT_C171032<;>http://purl.obolibrary.org/obo/NCIT_C14158,NCIT,Ovarian Neuroendocrine Carcinoma<;>High Grade,NCIT_C171032<;>NCIT_C14158,
UTERINE NEUROENDOCRINE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C171033,NCIT,Endometrial Neuroendocrine Carcinoma,NCIT_C171033,
"METASTATIC, VARIANT HISTOLOGY",http://purl.obolibrary.org/obo/NCIT_C171576,NCIT,Aggressive Variant Prostate Carcinoma,NCIT_C171576,
NORMAL KARYOTYPE,http://purl.obolibrary.org/obo/NCIT_C173277,NCIT,Normal Karyotype,NCIT_C173277,
COLORECTAL MSS,http://purl.obolibrary.org/obo/NCIT_C173324,NCIT,Microsatellite Stable Colorectal Carcinoma,NCIT_C173324,
CRC MSS,http://purl.obolibrary.org/obo/NCIT_C173324,NCIT,Microsatellite Stable Colorectal Carcinoma,NCIT_C173324,
COLORECTAL HYPERMUTATED,http://purl.obolibrary.org/obo/NCIT_C173324,NCIT,Microsatellite Stable Colorectal Carcinoma,NCIT_C173324,
CRC HM,http://purl.obolibrary.org/obo/NCIT_C173324,NCIT,Microsatellite Stable Colorectal Carcinoma,NCIT_C173324,
ODONTOGENIC CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C173720,NCIT,Odontogenic Carcinoma,NCIT_C173720,
MLL-ALL,http://purl.obolibrary.org/obo/NCIT_C174129,NCIT,Acute Myeloid Leukemia with MLL Rearrangement,NCIT_C174129,
NEUROCUTANEOUS MELANOCYTOSIS,http://purl.obolibrary.org/obo/NCIT_C175215,NCIT,Neurocutaneous Melanosis,NCIT_C175215,
REGIONAL LYMPH NODE METASTASIS,http://purl.obolibrary.org/obo/NCIT_C175222,NCIT,Metastatic Malignant Neoplasm in the Regional Lymph Nodes,NCIT_C175222,
REGIONAL NODES,http://purl.obolibrary.org/obo/NCIT_C175222,NCIT,Metastatic Malignant Neoplasm in the Regional Lymph Nodes,NCIT_C175222,
CYTOLOGY,http://purl.obolibrary.org/obo/NCIT_C177413,NCIT,Cytology Specimen Type,NCIT_C177413,
LIPOFIBROMATOSIS-LIKE NEURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C178426,NCIT,NTRK-Rearranged Spindle Cell Neoplasm,NCIT_C178426,
EWING-LIKE SARCOMA,http://purl.obolibrary.org/obo/NCIT_C178459,NCIT,Round Cell Sarcoma with EWSR1-non-ETS Fusion,NCIT_C178459,
LOW-GRADE NEUROEPITHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C180378,NCIT,Polymorphous Low Grade Neuroepithelial Tumor of the Young,NCIT_C180378,
POLE ULTRA-MUTATED,http://purl.obolibrary.org/obo/NCIT_C180512,NCIT,POLE-Ultramutated Endometrial Endometrioid Adenocarcinoma,NCIT_C180512,
GESTATIONAL TROPHOBLASTIC DISEASE,http://purl.obolibrary.org/obo/NCIT_C180633,NCIT,Gestational Trophoblastic Disorder,NCIT_C180633,
INFANTILE MYOFIBROMA,http://purl.obolibrary.org/obo/NCIT_C180887,NCIT,Infantile Myofibroma,NCIT_C180887,
SQUAMOUS CELL CARCINOMA OF THE VULVA/VAGINA,http://purl.obolibrary.org/obo/NCIT_C180915,NCIT,Vaginal Squamous Cell Carcinoma,NCIT_C180915,
1-ERG,http://purl.obolibrary.org/obo/NCIT_C18139,NCIT,ERG Gene,NCIT_C18139,
BIOPSY,http://purl.obolibrary.org/obo/NCIT_C18202,NCIT,Biopsy Specimen,NCIT_C18202,
DISTANT METASTASIS,http://purl.obolibrary.org/obo/NCIT_C18206,NCIT,Distant Metastasis,NCIT_C18206,
DISTANT METASTASIS: S.C.,http://purl.obolibrary.org/obo/NCIT_C18206,NCIT,Distant Metastasis,NCIT_C18206,
DISTANT METS,http://purl.obolibrary.org/obo/NCIT_C18206,NCIT,Distant Metastasis,NCIT_C18206,
DISTANT METASTASIS: LUNG,http://purl.obolibrary.org/obo/NCIT_C18206<;>http://purl.obolibrary.org/obo/NCIT_C12468,NCIT,Distant Metastasis<;>Lung,NCIT_C18206<;>NCIT_C12468,
DIFFUSE MIDLINE GLIOMA,http://purl.obolibrary.org/obo/NCIT_C182151,NCIT,Diffuse Midline Glioma,NCIT_C182151,
NON-PAPILLARY,http://purl.obolibrary.org/obo/NCIT_C182618,NCIT,Non-Papillary Pattern,NCIT_C182618,
RELAPSE,http://purl.obolibrary.org/obo/NCIT_C18265,NCIT,Relapse,NCIT_C18265,
