original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id
"OCCIPITAL LOBE,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399,NCIT,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,NCIT_C12355<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399
"FRONTAL LOBE,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS,VENTRICLES",http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399<;>http://purl.obolibrary.org/obo/NCIT_C12459<;>http://purl.obolibrary.org/obo/NCIT_C12356,NCIT,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,NCIT_C12352<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399<;>NCIT_C12459<;>NCIT_C12356
"OPTIC PATHWAY,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS",http://purl.obolibrary.org/obo/NCIT_C41445<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399<;>http://purl.obolibrary.org/obo/NCIT_C12459,NCIT,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,NCIT_C41445<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399<;>NCIT_C12459
"CEREBELLUM/POSTERIOR FOSSA,FRONTAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12352,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,NCIT_C12445<;>NCIT_C33361<;>NCIT_C12352
"CEREBELLUM/POSTERIOR FOSSA,HIPPOCAMPUS,OTHER LOCATIONS NOS,SPINAL CORD- THORACIC,TEMPORAL LOBE,THALAMUS",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12444<;>http://purl.obolibrary.org/obo/NCIT_C69315<;>http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C12459,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,NCIT_C12445<;>NCIT_C33361<;>NCIT_C12444<;>NCIT_C69315<;>NCIT_C12353<;>NCIT_C12459
"TEMPORAL LOBE,THALAMUS,VENTRICLES",http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C12459<;>http://purl.obolibrary.org/obo/NCIT_C12356,NCIT,Temporal Lobe<;>Thalamus<;>Brain Ventricle,NCIT_C12353<;>NCIT_C12459<;>NCIT_C12356
THALAMIC/CORTICAL,http://purl.obolibrary.org/obo/NCIT_C12459<;>http://purl.obolibrary.org/obo/NCIT_C12443,NCIT,Thalamus<;>Cerebral Cortex,NCIT_C12459<;>NCIT_C12443
"OPTIC PATHWAY,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C41445<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,NCIT_C41445<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399<;>NCIT_C12353
OPTIC PATHWAY,http://purl.obolibrary.org/obo/NCIT_C41445,NCIT,Visual Pathway,NCIT_C41445
"BRAIN STEM-MEDULLA,VENTRICLES",http://purl.obolibrary.org/obo/NCIT_C12442<;>http://purl.obolibrary.org/obo/NCIT_C12356,NCIT,Medulla Oblongata<;>Brain Ventricle,NCIT_C12442<;>NCIT_C12356
"OPTIC PATHWAY,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",http://purl.obolibrary.org/obo/NCIT_C41445<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399,NCIT,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,NCIT_C41445<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399
"CEREBELLUM/POSTERIOR FOSSA,OPTIC PATHWAY,OTHER LOCATIONS NOS,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C41445<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399<;>http://purl.obolibrary.org/obo/NCIT_C12459,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,NCIT_C12445<;>NCIT_C33361<;>NCIT_C41445<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399<;>NCIT_C12459
"BRAIN STEM- MIDBRAIN/TECTUM,VENTRICLES",http://purl.obolibrary.org/obo/NCIT_C12460<;>http://purl.obolibrary.org/obo/NCIT_C12356,NCIT,Tectum Mesencephali<;>Brain Ventricle,NCIT_C12460<;>NCIT_C12356
"BRAIN STEM- MIDBRAIN/TECTUM,CEREBELLUM/POSTERIOR FOSSA,OCCIPITAL LOBE,OPTIC PATHWAY,PARIETAL LOBE,TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12460<;>http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C41445<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Tectum Mesencephali<;>Cerebellum<;>Posterior Cranial Fossa<;>Occipital Lobe<;>Visual Pathway<;>Parietal Lobe<;>Temporal Lobe,NCIT_C12460<;>NCIT_C12445<;>NCIT_C33361<;>NCIT_C12355<;>NCIT_C41445<;>NCIT_C12354<;>NCIT_C12353
"CEREBELLUM/POSTERIOR FOSSA,MENINGES/DURA,SPINAL CORD- CERVICAL,SPINAL CORD- THORACIC,VENTRICLES",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12348<;>http://purl.obolibrary.org/obo/NCIT_C32488<;>http://purl.obolibrary.org/obo/NCIT_C12892<;>http://purl.obolibrary.org/obo/NCIT_C69315<;>http://purl.obolibrary.org/obo/NCIT_C12356,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,NCIT_C12445<;>NCIT_C33361<;>NCIT_C12348<;>NCIT_C32488<;>NCIT_C12892<;>NCIT_C69315<;>NCIT_C12356
PERIHILAR,http://purl.obolibrary.org/obo/NCIT_C12376,NCIT,Bile Duct,NCIT_C12376
FUNDUS/BODY,http://purl.obolibrary.org/obo/NCIT_C12257<;>http://purl.obolibrary.org/obo/NCIT_C12258,NCIT,Fundus of the Stomach<;>Body of Stomach,NCIT_C12257<;>NCIT_C12258
FRONTOPARIETAL,http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Frontal Lobe<;>Parietal Lobe,NCIT_C12352<;>NCIT_C12354
EXTRA-ADRENAL SITE,http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Extra-Adrenal,NCIT_C103852
RETROPERITONEAL LYMPH NODE 1 YEAR PRIOR NOT MATCHING BIOPSY,http://purl.obolibrary.org/obo/NCIT_C98189,NCIT,Retroperitoneal Lymph Node,NCIT_C98189
PERINEA!,http://purl.obolibrary.org/obo/NCIT_C33301,NCIT,Perineum,NCIT_C33301
VETEBRAL METASTASOS,http://purl.obolibrary.org/obo/NCIT_C12933<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Vertebra<;>Metastasis,NCIT_C12933<;>NCIT_C19151
"LYMPH NODE, RIGHT PARA ILIAC",http://purl.obolibrary.org/obo/NCIT_C12745<;>http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C32765,NCIT,Lymph Node<;>Right<;>Ilium,NCIT_C12745<;>NCIT_C25228<;>NCIT_C32765
SOFT TISSUE RIGHT PARA ILIAC,http://purl.obolibrary.org/obo/NCIT_C12471<;>http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C32765,NCIT,Soft Tissue<;>Right<;>Ilium,NCIT_C12471<;>NCIT_C25228<;>NCIT_C32765
INFRARENAL MASS LEFT,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C116179,NCIT,Left<;>Infrarenal Aortic Segment,NCIT_C25229<;>NCIT_C116179
PARA-ESOPHAGEAL,http://purl.obolibrary.org/obo/NCIT_C25344,NCIT,Paraesophageal,NCIT_C25344
EXTRA ADRENAL ABDOMEN/PELVIS,http://purl.obolibrary.org/obo/NCIT_C103852<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Extra-Adrenal<;>Abdomen<;>Pelvis,NCIT_C103852<;>NCIT_C12664<;>NCIT_C12767
RETROCAVAL RETROPERITONEUM EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C186236<;>http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Retrocaval<;>Retroperitoneum<;>Extra-Adrenal,NCIT_C186236<;>NCIT_C12298<;>NCIT_C103852
PERI-RENAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C103852<;>http://purl.obolibrary.org/obo/NCIT_C25225,NCIT,Extra-Adrenal<;>Renal,NCIT_C103852<;>NCIT_C25225
EXTRA ADRENAL THORACIC,http://purl.obolibrary.org/obo/NCIT_C103852<;>http://purl.obolibrary.org/obo/NCIT_C13360,NCIT,Extra-Adrenal<;>Thoracic,NCIT_C103852<;>NCIT_C13360
THORACIC PARASPINAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C13360<;>http://purl.obolibrary.org/obo/NCIT_C129461<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Thoracic<;>Paraspinal<;>Extra-Adrenal,NCIT_C13360<;>NCIT_C129461<;>NCIT_C103852
INTRAPERICARDIAL PARA-AORTIC EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C13005<;>http://purl.obolibrary.org/obo/NCIT_C25316<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,NCIT_C13005<;>NCIT_C25316<;>NCIT_C103852
RETROCAVAL RETROPERITONEAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C186236<;>http://purl.obolibrary.org/obo/NCIT_C28256<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Retrocaval<;>Retroperitoneal<;>Extra-Adrenal,NCIT_C186236<;>NCIT_C28256<;>NCIT_C103852
CARDIAC ATRIUM EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C12728<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Cardiac Atrium<;>Extra-Adrenal,NCIT_C12728<;>NCIT_C103852
THORACIC EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C103852<;>http://purl.obolibrary.org/obo/NCIT_C13360,NCIT,Extra-Adrenal<;>Thoracic,NCIT_C103852<;>NCIT_C13360
RETROPERITONEAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C28256<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Retroperitoneal<;>Extra-Adrenal,NCIT_C28256<;>NCIT_C103852
PARA-AORTIC EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C25316<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Paraaortic Region<;>Extra-Adrenal,NCIT_C25316<;>NCIT_C103852
PERI-ADRENAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Extra-Adrenal,NCIT_C103852
PERI-ADRENAL RETROPERITONEAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C28256<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Retroperitoneal<;>Extra-Adrenal,NCIT_C28256<;>NCIT_C103852
MINOR PELVIS EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/OMIT_0027038<;>http://purl.obolibrary.org/obo/NCIT_C103852,OMIT<;>NCIT,Lesser Pelvis<;>Extra-Adrenal,OMIT_0027038<;>NCIT_C103852
PARA-AORTIC/CELIAC ARTERY EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C25316<;>http://purl.obolibrary.org/obo/NCIT_C52846<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Paraaortic Region<;>Celiac Artery<;>Extra-Adrenal,NCIT_C25316<;>NCIT_C52846<;>NCIT_C103852
PARA-AORTIC /PERI-CAVAL RETROPERITONEAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C25316<;>http://purl.obolibrary.org/obo/NCIT_C12817<;>http://purl.obolibrary.org/obo/NCIT_C28256<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Paraaortic Region<;>Vena Cava<;>Retroperitoneal<;>Extra-Adrenal,NCIT_C25316<;>NCIT_C12817<;>NCIT_C28256<;>NCIT_C103852
PARA-AORTIC /PERI-CAVAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C25316<;>http://purl.obolibrary.org/obo/NCIT_C12817<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Paraaortic Region<;>Vena Cava<;>Extra-Adrenal,NCIT_C25316<;>NCIT_C12817<;>NCIT_C103852
THORACIC MEDIASTINAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C13360<;>http://purl.obolibrary.org/obo/NCIT_C25310<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Thoracic<;>Mediastinal<;>Extra-Adrenal,NCIT_C13360<;>NCIT_C25310<;>NCIT_C103852
FRONTAL - CROSSES MIDLINE,http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C81170,NCIT,Frontal Lobe<;>Midline,NCIT_C12352<;>NCIT_C81170
TEMPORAL - ANTERIOR,http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C25231,NCIT,Temporal Lobe<;>Anterior,NCIT_C12353<;>NCIT_C25231
HEAD-UNCINATE PROCESS,http://purl.obolibrary.org/obo/NCIT_C12269<;>http://purl.obolibrary.org/obo/NCIT_C62432,NCIT,Head of the Pancreas<;>Uncinate Process of Pancreas,NCIT_C12269<;>NCIT_C62432
HEAD-BODY,http://purl.obolibrary.org/obo/NCIT_C12269<;>http://purl.obolibrary.org/obo/NCIT_C12270,NCIT,Head of the Pancreas<;>Body of the Pancreas,NCIT_C12269<;>NCIT_C12270
BODY-TAIL,http://purl.obolibrary.org/obo/NCIT_C12270<;>http://purl.obolibrary.org/obo/NCIT_C12271,NCIT,Body of the Pancreas<;>Tail of the Pancreas,NCIT_C12270<;>NCIT_C12271
TAIL AND HEAD,http://purl.obolibrary.org/obo/NCIT_C12269<;>http://purl.obolibrary.org/obo/NCIT_C12271,NCIT,Head of the Pancreas<;>Tail of the Pancreas,NCIT_C12269<;>NCIT_C12271
BODY AND TAIL,http://purl.obolibrary.org/obo/NCIT_C12270<;>http://purl.obolibrary.org/obo/NCIT_C12271,NCIT,Body of the Pancreas<;>Tail of the Pancreas,NCIT_C12270<;>NCIT_C12271
HEAD AND BODY,http://purl.obolibrary.org/obo/NCIT_C12269<;>http://purl.obolibrary.org/obo/NCIT_C12270,NCIT,Head of the Pancreas<;>Body of the Pancreas,NCIT_C12269<;>NCIT_C12270
L2 VETEBRAL BODY,http://purl.obolibrary.org/obo/NCIT_C32900,NCIT,L2 Vertebra,NCIT_C32900
MATCHING TISSUE,http://purl.obolibrary.org/obo/NCIT_C12410,NCIT,Prostate Gland,NCIT_C12410
DISEASE MULTIFOCAL INDICATOR,http://purl.obolibrary.org/obo/NCIT_C25253,NCIT,Multifocal,NCIT_C25253
AXILLARY SOFT TISSUE METASTASIS,http://purl.obolibrary.org/obo/NCIT_C13351<;>http://purl.obolibrary.org/obo/NCIT_C12471<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Axillary<;>Soft Tissue<;>Metastasis,NCIT_C13351<;>NCIT_C12471<;>NCIT_C19151
UPPER BACK METASTASIS,http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C13062<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Upper<;>Back<;>Metastasis,NCIT_C25355<;>NCIT_C13062<;>NCIT_C19151
MIDDLE 1/3,http://purl.obolibrary.org/obo/NCIT_C25569<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Middle<;>Stomach,NCIT_C25569<;>NCIT_C12391
DISTAL 1/3,http://purl.obolibrary.org/obo/NCIT_C25237<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Distal<;>Stomach,NCIT_C25237<;>NCIT_C12391
UPPER 1/3,http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Upper<;>Stomach,NCIT_C25355<;>NCIT_C12391
MULTIFOCAL LEFT FRONTAL/TEMPORAL/PARIETAL; RIGHT OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25253<;>http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,NCIT_C25253<;>NCIT_C25229<;>NCIT_C12352<;>NCIT_C12354<;>NCIT_C12353<;>NCIT_C25228<;>NCIT_C12355
HEMISPHERE,http://purl.obolibrary.org/obo/NCIT_C12439,NCIT,Brain,NCIT_C12439
CHEST WALLHEAD,http://purl.obolibrary.org/obo/NCIT_C62484<;>http://purl.obolibrary.org/obo/NCIT_C12419,NCIT,Chest Wall<;>Head,NCIT_C62484<;>NCIT_C12419
AORTO-CAVAL PERIPANCREATIC PRESACRAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C118775<;>http://purl.obolibrary.org/obo/NCIT_C77642<;>http://purl.obolibrary.org/obo/NCIT_C75910<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Aortocaval Lymph Node<;>Pancreatic Lymph Node<;>Presacral<;>Extra-Adrenal,NCIT_C118775<;>NCIT_C77642<;>NCIT_C75910<;>NCIT_C103852
PERI-AORTIC RETROPERITONEAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C12669<;>http://purl.obolibrary.org/obo/NCIT_C28256<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Aorta<;>Retroperitoneal<;>Extra-Adrenal,NCIT_C12669<;>NCIT_C28256<;>NCIT_C103852
AORTOCAVAL RETROPERITONEAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C118775<;>http://purl.obolibrary.org/obo/NCIT_C28256<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,NCIT_C118775<;>NCIT_C28256<;>NCIT_C103852
PARA-ADRENAL SOFT TISSUE EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C12471<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Soft Tissue<;>Extra-Adrenal,NCIT_C12471<;>NCIT_C103852
PERI-AORTIC EXTRA ADRENAL PGL ABOVE LEFT RENAL VEIN,http://purl.obolibrary.org/obo/NCIT_C12669<;>http://purl.obolibrary.org/obo/NCIT_C103852<;>http://purl.obolibrary.org/obo/NCIT_C75329<;>http://purl.obolibrary.org/obo/NCIT_C52693,NCIT,Aorta<;>Extra-Adrenal<;>Above<;>Left Renal Vein,NCIT_C12669<;>NCIT_C103852<;>NCIT_C75329<;>NCIT_C52693
PORTO-CAVAL EXTRA ADRENAL PGL,http://purl.obolibrary.org/obo/NCIT_C117872<;>http://purl.obolibrary.org/obo/NCIT_C103852,NCIT,Portacaval Lymph Node<;>Extra-Adrenal,NCIT_C117872<;>NCIT_C103852
THROACIC EIPDURAL PARAGANGLIOMA,http://purl.obolibrary.org/obo/NCIT_C12799<;>http://purl.obolibrary.org/obo/NCIT_C41449,NCIT,Thorax<;>Epidural Spinal Canal Space,NCIT_C12799<;>NCIT_C41449
NECK,http://purl.obolibrary.org/obo/FMA_14538,FMA,Neck of Gallbladder,FMA_14538
PERIPHERAL LUNG,http://purl.obolibrary.org/obo/NCIT_C159212,NCIT,Peripheral Lung,NCIT_C159212
CENTRAL LUNG,http://purl.obolibrary.org/obo/NCIT_C159213,NCIT,Central Lung,NCIT_C159213
TAIL,http://purl.obolibrary.org/obo/NCIT_C12271,NCIT,Tail of the Pancreas,NCIT_C12271
HEAD AND NECK,http://purl.obolibrary.org/obo/NCIT_C12418,NCIT,Head and Neck,NCIT_C12418
LUNG METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12468<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Lung<;>Metastasis,NCIT_C12468<;>NCIT_C19151
BREAST METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12971<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Breast<;>Metastasis,NCIT_C12971<;>NCIT_C19151
SKIN METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12470<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Skin<;>Metastasis,NCIT_C12470<;>NCIT_C19151
CNS METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12438<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Central Nervous System<;>Metastasis,NCIT_C12438<;>NCIT_C19151
LOCALLY ADVANCED,http://purl.obolibrary.org/obo/NCIT_C8524,NCIT,Locally Advanced Malignant Neoplasm,NCIT_C8524
NECK MASS,http://purl.obolibrary.org/obo/NCIT_C13063,NCIT,Neck,NCIT_C13063
LOCALIZED TUMOR,http://purl.obolibrary.org/obo/NCIT_C14146,NCIT,Localized,NCIT_C14146
LOCOREGIONAL & DISTANT,http://purl.obolibrary.org/obo/NCIT_C25388<;>http://purl.obolibrary.org/obo/NCIT_C25321,NCIT,Local-Regional<;>Distant,NCIT_C25388<;>NCIT_C25321
LOCOREGIONAL AND DISTANT RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C25388<;>http://purl.obolibrary.org/obo/NCIT_C25321,NCIT,Local-Regional<;>Distant,NCIT_C25388<;>NCIT_C25321
REGIONAL RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C25643,NCIT,Regional,NCIT_C25643
HEADREGULAR,http://purl.obolibrary.org/obo/NCIT_C12419,NCIT,Head,NCIT_C12419
HEAD,http://purl.obolibrary.org/obo/NCIT_C12269,NCIT,Head of the Pancreas,NCIT_C12269
BODYSTOMACH,http://purl.obolibrary.org/obo/NCIT_C12258,NCIT,Body of Stomach,NCIT_C12258
BODY,http://purl.obolibrary.org/obo/NCIT_C12270,NCIT,Body of the Pancreas,NCIT_C12270
